student_id,student_name,date_of_birth,gender,guardian_id,subjects,course,student_academic_performance_score,guardian_name,relationship,occupation,income_level
140,Ayomide Onyekachi,2011-06-23,female,140,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.5017,Feyikemi Onyekachi,niece,Pastor,150000
141,Chukwudi Uzochi,2011-05-19,male,141,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.70292222222222,Segun Uzochi,uncle,Event Planner,120000
142,Aminat Onyekachi,2011-06-19,female,142,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.268633333333334,Olawunmi Onyekachi,aunt,Software Developer,350000
143,Ireti Chidiebere,2011-01-09,female,143,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.874377777777774,Chigozie Chidiebere,father,Makeup Artist,80000
144,Anuoluwapo Opeyemi,2010-06-06,female,144,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,30.209855555555553,Yetunde Opeyemi,mother,Security Guard,30000
145,Suleiman Temitope,2011-01-02,male,145,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.613144444444444,Osas Temitope,father,Actor,200000
146,Ikenna Chiemeka,2011-02-01,male,146,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.4802,Modupe Chiemeka,aunt,Tailor,40000
147,Kikelomo Fumnanya,2011-01-08,female,147,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.52233333333333,Tolu Fumnanya,nephew,Digital Marketer,180000
148,Oluwatosin Ayodele,2010-07-19,female,148,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.42622222222222,Oluwakemi Ayodele,niece,Taxi Driver,60000
149,Samuel Obi,2009-03-01,male,149,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.561366666666665,Chibuike Obi,uncle,Data Scientist,400000
150,Yusuf Ayodele,2011-06-17,male,150,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.97142222222222,Aminat Ayodele,mother,Tailor,40000
151,Abubakar Chidubem,2010-04-14,male,151,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,29.864566666666672,Jibril Chidubem,father,Housekeeper,25000
152,Chris Abimbola,2011-11-02,male,152,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,34.406977777777776,Fatimat Abimbola,aunt,Artist,150000
153,Raheem Chidiebube,2010-04-21,male,153,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,39.22591111111112,Emeka Chidiebube,father,Civil Engineer,300000
154,Sadiq Abiodun,2011-08-05,male,154,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.395888888888884,Favour Abiodun,aunt,Musician,180000
155,Ifeoluwa Uzoma,2011-07-16,female,155,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.40046666666666,Chukwudi Uzoma,nephew,Musician,180000
156,Chizoba Chikere,2011-04-05,female,156,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,30.814766666666667,Aisha Chikere,mother,Security Guard,30000
157,Tiwatope Onyekachi,2010-12-13,female,157,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.52868888888889,Suleiman Onyekachi,father,Teacher,80000
158,Omowunmi Idowu,2011-05-07,female,158,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.67643333333333,Ibukunoluwa Idowu,aunt,Barber,40000
159,Tijani Abimbola,2011-06-18,male,159,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.718944444444446,Ikenna Abimbola,uncle,Photographer,100000
160,Aliyu Olamide,2011-06-13,male,160,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,29.224588888888885,Folasade Olamide,aunt,Security Guard,30000
161,Gbemisola Abiola,2009-05-25,female,161,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.878233333333334,Chukwu Abiola,nephew,Artist,150000
162,Temidayo Ekene,2010-05-13,female,162,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,31.991366666666664,Nneka Ekene,niece,Housekeeper,25000
163,Kolade Obi,2009-05-09,male,163,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.45033333333333,Ayoola Obi,father,Photographer,100000
164,Ayomide Kyauta,2010-02-08,female,164,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.364011111111104,Aminat Kyauta,aunt,Event Planner,120000
165,Opeyemi Akachi,2009-03-03,male,165,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,40.78722222222222,Idris Akachi,nephew,Lawyer,400000
166,Morounkeji Eniola,2010-07-14,female,166,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.106255555555553,Ruqayyah Eniola,niece,Security Guard,30000
167,Yemisi Adedayo,2010-09-22,female,167,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.70315555555555,Kunle Adedayo,nephew,Soldier,150000
168,Yetunde Chidubem,2011-01-24,female,168,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,36.63225555555555,Modupeola Chidubem,mother,Nurse,200000
169,Omolola Adisa,2011-11-03,female,169,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,39.823788888888885,Chijioke Adisa,nephew,Veterinarian,300000
170,Ikenna Temitope,2010-02-14,male,170,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.72665555555555,Precious Temitope,niece,Imam,120000
171,Ejiro Dayo,2010-08-06,male,171,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.04354444444445,Amadi Dayo,nephew,Banker,350000
172,Yakubu Adebola,2010-05-14,male,172,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,29.53056666666667,Damilola Adebola,niece,Housekeeper,25000
173,Simon Chinwendu,2011-03-01,male,173,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.52951111111111,Kasim Chinwendu,father,Taxi Driver,60000
174,Bilkisu Kelechi,2011-04-12,female,174,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.39123333333333,Ayodele Kelechi,aunt,Graphic Designer,150000
175,Morayo Abioye,2010-10-25,female,175,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.35988888888889,Ekene Abioye,uncle,Digital Marketer,180000
176,Gbenga Abiodun,2011-08-16,male,176,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,38.42157777777778,Abike Abiodun,niece,Pharmacist,280000
177,Folakemi Chinwendu,2011-12-03,female,177,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,31.619733333333333,Omololu Chinwendu,uncle,Plumber,50000
178,Chris Ekundayo,2009-11-27,male,178,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.908722222222224,Isioma Ekundayo,mother,Architect,300000
179,Ireti Ayotunde,2010-04-17,female,179,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.01027777777777,Gideon Ayotunde,father,Imam,120000
180,Titilayo Obi,2009-06-23,female,180,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.50145555555555,Ronke Obi,aunt,Baker,80000
181,Moyinoluwa Abimbola,2010-05-13,female,181,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.61173333333334,Tolu Abimbola,nephew,Tailor,40000
182,Seyi Chijindum,2011-10-27,female,182,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.07557777777778,Adenike Chijindum,aunt,Digital Marketer,180000
183,Abdullahi Chizoba,2010-11-11,male,183,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.47658888888889,Uzoma Chizoba,uncle,Journalist,150000
184,Ifeoma Adedayo,2010-01-14,female,184,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.151199999999996,Ayotunde Adedayo,niece,Tailor,40000
185,Aduke Chima,2009-02-09,female,185,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.816522222222222,Innocent Chima,uncle,Housekeeper,25000
186,Adunola Abioye,2009-03-24,female,186,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.557088888888885,Yewande Abioye,niece,Cleaner,25000
187,Adebayo Ayotunde,2009-07-18,male,187,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.10004444444444,Anayo Ayotunde,father,Journalist,150000
188,Onome Chidiebere,2011-07-23,female,188,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.55391111111111,Taiwo Chidiebere,mother,University Lecturer,250000
189,Chinwe Temitope,2010-10-06,female,189,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.313700000000004,Chuks Temitope,uncle,Imam,120000
190,Kenneth Chinwendu,2010-03-14,male,190,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,31.441988888888886,Titi Chinwendu,niece,Cleaner,25000
191,Abiodun Chiemeka,2011-03-02,female,191,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.960033333333335,Yusuf Chiemeka,uncle,Electrician,70000
192,Hassan Toyin,2011-10-03,male,192,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.21804444444444,Ayanfeoluwa Toyin,niece,Plumber,50000
193,Ronke Abidemi,2010-02-11,female,193,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,43.70282222222222,Obioma Abidemi,uncle,Entrepreneur,500000
194,Oyinlola Chizoba,2011-11-06,female,194,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.343633333333333,Olajumoke Chizoba,mother,Barber,40000
195,Chijioke Adebola,2011-04-28,male,195,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,37.704566666666665,Chidera Adebola,father,Software Engineer,350000
196,Oreoluwa Chibuzo,2011-11-28,female,196,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,44.07975555555555,Iretiola Chibuzo,mother,Pilot,600000
197,Chidinma Ife,2009-05-22,female,197,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,36.45245555555555,Yakubu Ife,nephew,Architect,300000
198,Chukwu Olamide,2010-02-20,male,198,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,42.112133333333325,Sade Olamide,mother,Lawyer,400000
199,Fadekemi Chima,2009-08-01,female,199,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.76048888888889,Anayo Chima,uncle,Pastor,150000
200,Folusho Chinonso,2010-06-02,female,200,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,31.590311111111106,Tolulope Chinonso,niece,Housekeeper,25000
201,Atinuke Olamide,2011-08-22,female,201,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.39198888888888,Umar Olamide,nephew,Teacher,80000
202,Ayoola Ayotunde,2010-02-24,male,202,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,37.730488888888885,Olayinka Ayotunde,mother,Software Developer,350000
203,Adedoyin Oluwatoyin,2011-02-11,female,203,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,36.32678888888889,Olatunde Oluwatoyin,uncle,Pharmacist,280000
204,Rukayat Onyekachi,2009-08-25,female,204,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.4316111111111,Mojisola Onyekachi,niece,Financial Analyst,320000
205,Kikelomo Uzoma,2011-05-21,female,205,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.58672222222222,Abubakar Uzoma,uncle,Chef,100000
206,Idris Oluwaseun,2009-07-23,male,206,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.91737777777778,Folakemi Oluwaseun,mother,Fashion Designer,120000
207,Olayemi Chinonso,2009-07-24,female,207,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.865866666666665,Olaniyi Chinonso,father,Fashion Designer,120000
208,Morohunkeji Taiwo,2011-08-17,female,208,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,34.75374444444444,Oluwafunmilayo Taiwo,mother,Pastor,150000
209,Aminat Chiemeka,2010-02-26,female,209,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.06812222222222,Oluwole Chiemeka,uncle,Graphic Designer,150000
210,Kunle Ekenedilichukwu,2009-09-15,male,210,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,36.23178888888889,Mofoluwake Ekenedilichukwu,mother,Artist,150000
211,Bukola Tochukwu,2010-10-21,female,211,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.31453333333334,Ganiu Tochukwu,nephew,Software Developer,350000
212,Bilikis Chidi,2010-09-11,female,212,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.04151111111111,Maryam Chidi,aunt,Teacher,80000
213,Chijioke Ndidi,2009-01-09,male,213,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.36796666666666,Ogbonna Ndidi,father,Plumber,50000
214,Omowunmi Temitope,2009-10-09,female,214,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.02871111111111,Enitan Temitope,niece,Cleaner,25000
215,Amadi Akuchi,2009-03-02,male,215,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,39.692255555555555,Yakubu Akuchi,nephew,Veterinarian,300000
216,Mobolaji Adetokunbo,2009-08-13,female,216,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.382711111111114,Bukky Adetokunbo,niece,Mechanic,60000
217,Kasim Fumnanya,2011-02-25,male,217,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,34.459366666666675,Ekene Fumnanya,uncle,Driver,50000
218,Titilayo Obi,2009-06-16,female,218,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,39.95771111111111,Zainab Obi,niece,Lawyer,400000
219,Ekene Adisa,2010-09-23,male,219,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,40.07816666666667,Moses Adisa,nephew,Dentist,450000
220,Moradeke Chizoba,2011-03-24,female,220,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.3436,Opeyemi Chizoba,mother,Software Engineer,350000
221,Damilola Ayotunde,2011-02-18,female,221,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,42.21176666666667,Adebisi Ayotunde,nephew,Lawyer,400000
222,Tolani Kyauta,2009-05-09,female,222,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.678733333333334,Anike Kyauta,aunt,Imam,120000
223,Ibukun Chidiebere,2009-02-15,female,223,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.227333333333334,Adekunle Chidiebere,father,Fashion Designer,120000
224,Toyin Chizoba,2009-06-24,female,224,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,38.69674444444444,Omolara Chizoba,niece,Software Developer,350000
225,Omololu Chiemeka,2011-05-12,male,225,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.689566666666668,Kunle Chiemeka,nephew,Driver,50000
226,Oluwakemi Chidiebere,2009-01-05,female,226,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,30.934066666666666,Kudirat Chidiebere,niece,Mechanic,60000
227,Fikayo Uchenna,2010-02-15,female,227,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,34.45761111111111,Tunde Uchenna,uncle,Event Planner,120000
228,Omobolanle Chidiebele,2009-06-23,female,228,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.23254444444444,Fatimah Chidiebele,mother,Human Resources Manager,250000
229,Funmilayo Olamide,2009-12-13,female,229,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.28623333333333,Bashir Olamide,uncle,Imam,120000
230,Gideon Ekene,2010-09-01,male,230,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.47828888888889,Chinyere Ekene,mother,Imam,120000
231,Rukayat Opeyemi,2009-11-12,female,231,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.34882222222222,Akintunde Opeyemi,nephew,Digital Marketer,180000
232,Chisara Opeyemi,2009-03-20,female,232,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,39.605244444444445,Oluwaseun Opeyemi,mother,Software Developer,350000
233,Olayemi Alaba,2009-12-05,female,233,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,44.10585555555556,Oluwadamilola Alaba,uncle,Doctor,500000
234,Tolu Olusola,2011-12-01,male,234,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.12253333333333,Oreoluwa Olusola,aunt,Baker,80000
235,Teniola Oni,2010-03-15,female,235,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,38.88645555555555,Raphael Oni,uncle,Accountant,250000
236,Uzoma Akachi,2010-02-01,male,236,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.177822222222225,Ayomide Akachi,niece,Makeup Artist,80000
237,Arike Ogochukwu,2010-03-03,female,237,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.603922222222224,Ibukun Ogochukwu,father,Graphic Designer,150000
238,Tosin Chidiebele,2010-03-23,female,238,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,34.579211111111114,Aminat Chidiebele,niece,Teacher,80000
239,Kafayat Taiwo,2009-10-12,female,239,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.5759,Hakeem Taiwo,nephew,Human Resources Manager,250000
240,Anike Uchenna,2010-06-15,female,240,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.99341111111111,Ireti Uchenna,mother,Imam,120000
241,Iretiola Abioye,2009-04-07,female,241,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,31.928500000000003,Segun Abioye,uncle,Housekeeper,25000
242,Innocent Chiemeka,2009-09-04,male,242,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.434822222222216,Anuoluwapo Chiemeka,aunt,Pastor,150000
243,Anayo Olamide,2011-08-17,male,243,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,37.52323333333333,Bolaji Olamide,nephew,Pharmacist,280000
244,Motunrayo Olamide,2009-02-28,female,244,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,30.70935555555555,Kikelomo Olamide,aunt,Cleaner,25000
245,Chuks Adebola,2010-09-22,male,245,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.4808111111111,Omotayo Adebola,father,Social Media Manager,120000
246,Aderonke Onyekachukwu,2011-12-04,female,246,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.00118888888889,Oluwatosin Onyekachukwu,mother,Security Guard,30000
247,Adejoke Ayotunde,2011-04-02,female,247,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,39.15817777777777,Dayo Ayotunde,nephew,Pharmacist,280000
248,Bukky Kehinde,2010-12-02,female,248,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,36.49811111111111,Ifeoluwa Kehinde,niece,Digital Marketer,180000
249,Omobola Bamidele,2009-08-13,female,249,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.148488888888885,Tunde Bamidele,nephew,Plumber,50000
250,Modinat Ige,2010-11-03,female,250,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,36.73777777777777,Chizoba Ige,niece,Real Estate Agent,250000
251,Ireti Ige,2009-03-13,female,251,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,37.2347,Jide Ige,father,Accountant,250000
252,Adebisi Ayomide,2010-09-17,female,252,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.7036,Tiwatope Ayomide,aunt,Barber,40000
253,Anuoluwapo Bamidele,2009-02-11,female,253,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,30.68722222222222,Chisom Bamidele,uncle,Barber,40000
254,Oluwadamilola Ekenedilichukwu,2009-05-10,female,254,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.94547777777778,Omowunmi Ekenedilichukwu,aunt,Social Media Manager,120000
255,Olufunmi Abimbola,2009-02-11,female,255,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,44.985011111111106,Olusegun Abimbola,uncle,Doctor,500000
256,Oluwafunke Tochukwu,2009-11-26,female,256,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.057566666666666,Gbemisola Tochukwu,aunt,Plumber,50000
257,Yusuf Tochukwu,2010-08-01,male,257,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.84202222222222,Tomiwa Tochukwu,father,Makeup Artist,80000
258,Obioma Folami,2011-06-19,male,258,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,44.38614444444445,Temidayo Folami,niece,Pilot,600000
259,Aderinsola Abimbola,2009-07-07,female,259,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,34.50143333333333,Chibuike Abimbola,uncle,Digital Marketer,180000
260,Tolani Abioye,2010-12-19,female,260,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.992533333333334,Ayomide Abioye,mother,Photographer,100000
261,Motunrayo Chidiebere,2010-08-02,female,261,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.00951111111112,Kabiru Chidiebere,father,Plumber,50000
262,Chidera Abioye,2011-09-20,male,262,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,33.334111111111106,Morounkeji Abioye,niece,Barber,40000
263,Yakubu Eniola,2010-09-01,male,263,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.016677777777776,Seun Eniola,nephew,Housekeeper,25000
264,Anayo Kelechi,2011-10-14,male,264,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,38.00218888888889,Yemisi Kelechi,mother,Software Engineer,350000
265,Umar Chinonso,2011-07-15,male,265,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.116344444444444,Kola Chinonso,nephew,Driver,50000
266,Oluwadara Chinwendu,2010-10-11,female,266,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,35.82464444444444,Yetunde Chinwendu,niece,Digital Marketer,180000
267,Olatunde Ekene,2010-10-18,male,267,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.003277777777775,Usman Ekene,nephew,Graphic Designer,150000
268,Abubakar Olusola,2009-03-07,male,268,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.26666666666667,Omolola Olusola,aunt,Cleaner,25000
269,Olaniyi Onyeka,2009-08-15,male,269,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,41.23452222222222,Ismail Onyeka,father,Lawyer,400000
270,Oluwole Ayomide,2010-08-21,male,270,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,32.9908,Bilkisu Ayomide,niece,Tailor,40000
271,Moradeun Fumnanya,2009-03-17,female,271,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,31.504566666666665,Omogbolahan Fumnanya,uncle,Barber,40000
272,Ganiu Adetokunbo,2010-11-28,male,272,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.911844444444444,Morayo Adetokunbo,niece,Photographer,100000
273,Motolani Ekene,2010-03-08,female,273,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,31.97978888888889,Salim Ekene,father,Farmer,50000
274,Adenike Olamide,2011-12-06,female,274,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.42284444444444,Folakemi Olamide,mother,Event Planner,120000
275,Ogbonna Taiwo,2009-06-12,male,275,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,32.24675555555555,Adebayo Taiwo,father,Taxi Driver,60000
276,Yakubu Adeola,2010-11-05,male,276,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,33.18085555555555,Ireti Adeola,aunt,Journalist,150000
277,Oluwadamilola Olamide,2009-03-05,female,277,"[""22"",""21"",""10"",""3"",""6"",""2"",""4"",""13"",""1"",""5""]",art,40.40193333333334,Olaoluwa Olamide,father,Business Analyst,320000
278,Folashade Obi,2011-07-01,female,278,"[""23"",""8"",""11"",""24"",""5"",""4"",""13"",""2"",""1"",""6""]",science,36.358622222222216,Titilayo Obi,mother,University Lecturer,250000
